"","niter_z","niter_t","niter_chisq","niter_f"
"34557",18,21,26,17
"34558",20,20,20,23
"34559",22,16,24,29
"34560",22,17,20,22
"34561",27,22,15,23
"34562",16,20,22,13
"34563",21,22,17,28
"34564",14,21,15,26
"34565",29,30,23,23
"34566",27,20,20,24
"34567",28,20,20,18
"34568",19,25,33,23
"34569",28,29,25,21
"34570",25,21,20,28
"34571",23,21,23,31
"34572",20,24,27,17
"34573",25,25,16,20
"34574",19,21,18,23
"34575",25,21,18,21
"34576",21,21,21,21
"34577",21,15,24,22
"34578",22,20,19,23
"34579",18,23,21,23
"34580",16,20,25,19
"34581",17,23,20,15
"34582",22,17,20,19
"34583",22,23,14,24
"34584",24,26,18,23
"34585",23,22,20,19
"34586",14,21,28,19
"34587",23,23,27,22
"34588",23,25,21,17
"34589",25,29,23,25
"34590",21,14,22,23
"34591",16,22,20,27
"34592",23,14,18,19
"34593",14,18,22,24
"34594",20,17,16,23
"34595",22,22,25,29
"34596",18,18,20,33
"34597",23,24,26,24
"34598",23,20,22,23
"34599",21,23,26,18
"34600",19,22,21,22
"34601",20,26,25,21
"34602",16,19,22,20
"34603",15,23,17,26
"34604",20,24,15,23
"34605",19,20,15,22
"34606",20,20,23,31
"34607",17,19,17,18
"34608",24,33,20,15
"34609",27,19,19,20
"34610",14,22,25,28
"34611",15,23,24,18
"34612",17,19,24,23
"34613",21,18,23,23
"34614",25,19,15,22
"34615",22,24,23,34
"34616",27,21,23,19
"34617",22,22,19,28
"34618",22,31,29,26
"34619",17,24,22,21
"34620",20,17,16,17
"34621",15,26,25,17
"34622",19,19,24,23
"34623",24,14,12,21
"34624",36,16,26,15
"34625",20,22,15,12
"34626",16,20,16,13
"34627",21,20,20,29
"34628",18,25,25,16
"34629",15,26,19,22
"34630",18,25,21,28
"34631",33,21,18,22
"34632",23,19,23,15
"34633",24,20,18,26
"34634",22,25,21,22
"34635",24,28,20,32
"34636",31,26,27,33
"34637",18,25,19,26
"34638",22,16,13,22
"34639",25,22,27,19
"34640",26,13,15,23
"34641",16,19,21,14
"34642",21,22,19,22
"34643",14,29,28,18
"34644",17,20,25,26
"34645",32,23,16,24
"34646",21,20,20,27
"34647",25,19,17,20
"34648",26,22,33,19
"34649",24,14,21,24
"34650",21,25,25,28
"34651",33,19,31,26
"34652",21,19,22,26
"34653",27,19,13,18
"34654",23,22,26,26
"34655",24,21,18,21
"34656",20,17,20,21
"34657",19,16,27,25
"34658",18,20,19,29
"34659",24,18,25,30
"34660",23,15,30,39
"34661",24,20,17,25
"34662",20,18,27,15
"34663",20,32,21,23
"34664",19,17,22,18
"34665",14,33,20,22
"34666",30,26,22,24
"34667",20,23,29,21
"34668",21,11,27,26
"34669",22,25,24,25
"34670",22,22,24,29
"34671",31,23,16,22
"34672",14,20,22,14
"34673",26,23,22,18
"34674",20,21,14,23
"34675",31,16,22,24
"34676",26,17,23,23
"34677",27,18,22,21
"34678",24,25,30,26
"34679",20,24,26,15
"34680",27,23,14,32
"34681",16,21,16,32
"34682",15,18,24,21
"34683",23,24,16,20
"34684",27,22,29,19
"34685",22,18,19,25
"34686",28,26,19,27
"34687",15,18,16,15
"34688",22,23,23,25
"34689",20,25,26,25
"34690",21,31,23,26
"34691",25,18,17,21
"34692",19,24,25,19
"34693",21,18,17,26
"34694",26,18,22,22
"34695",21,18,24,17
"34696",24,27,18,25
"34697",25,34,13,29
"34698",21,20,23,20
"34699",18,23,15,15
"34700",23,16,24,29
"34701",27,20,23,30
"34702",19,25,23,19
"34703",21,22,21,30
"34704",27,20,20,24
"34705",27,32,20,22
"34706",19,15,22,28
"34707",32,18,15,24
"34708",22,27,18,12
"34709",29,23,21,30
"34710",15,21,31,20
"34711",25,22,20,22
"34712",23,24,22,23
"34713",25,25,22,25
"34714",25,16,16,28
"34715",31,30,27,25
"34716",20,29,17,27
"34717",21,25,21,28
"34718",22,29,20,17
"34719",17,31,19,22
"34720",27,19,15,19
"34721",20,17,16,25
"34722",19,15,30,21
"34723",25,25,22,25
"34724",20,17,21,18
"34725",20,22,24,28
"34726",24,21,27,18
"34727",24,23,21,17
"34728",22,21,25,28
"34729",17,19,26,24
"34730",25,32,18,20
"34731",11,15,29,20
"34732",19,18,15,24
"34733",24,25,22,25
"34734",28,15,27,25
"34735",25,19,22,24
"34736",22,18,20,25
"34737",12,22,23,27
"34738",25,27,14,30
"34739",27,22,20,19
"34740",13,21,31,16
"34741",32,20,22,11
"34742",21,17,29,21
"34743",17,24,28,17
"34744",17,20,28,26
"34745",18,20,31,27
"34746",18,22,23,16
"34747",19,19,17,14
"34748",17,17,17,24
"34749",26,17,17,23
"34750",25,12,20,17
"34751",11,20,18,18
"34752",26,25,22,22
"34753",22,12,22,25
"34754",23,19,20,27
"34755",24,30,13,21
"34756",25,23,24,22
"34757",18,18,19,25
"34758",27,28,17,23
"34759",25,25,19,20
"34760",18,18,21,28
"34761",23,22,26,18
"34762",21,20,16,22
"34763",20,21,26,27
"34764",22,23,17,20
"34765",22,20,21,30
"34766",30,19,23,24
"34767",25,19,17,20
"34768",23,23,18,26
"34769",28,21,23,18
"34770",20,18,25,23
"34771",21,25,23,23
"34772",21,25,22,23
"34773",22,15,19,18
"34774",19,26,18,22
"34775",25,22,13,26
"34776",26,16,21,31
"34777",21,21,20,31
"34778",20,15,20,28
"34779",19,25,19,24
"34780",14,31,21,24
"34781",28,24,20,27
"34782",28,22,12,16
"34783",17,25,28,30
"34784",29,26,24,21
"34785",24,17,18,24
"34786",23,23,27,17
"34787",22,17,18,29
"34788",19,35,19,24
"34789",21,18,24,25
"34790",14,26,14,17
"34791",27,17,28,21
"34792",18,25,25,29
"34793",19,23,16,21
"34794",23,26,17,19
"34795",22,19,19,28
"34796",17,20,15,18
"34797",25,22,32,23
"34798",23,26,15,20
"34799",17,20,24,22
"34800",22,21,18,20
"34801",18,29,22,18
"34802",22,22,19,21
"34803",24,26,16,23
"34804",25,27,21,25
"34805",27,18,23,27
"34806",16,15,21,21
"34807",19,16,21,24
"34808",18,25,19,21
"34809",22,14,23,22
"34810",39,20,20,27
"34811",27,19,12,19
"34812",11,14,20,19
"34813",27,23,20,22
"34814",29,20,24,20
"34815",19,22,17,18
"34816",15,23,24,20
"34817",15,20,18,20
"34818",13,19,26,17
"34819",16,22,15,24
"34820",18,28,13,20
"34821",19,23,20,23
"34822",31,20,18,29
"34823",28,19,25,22
"34824",19,18,19,24
"34825",22,26,24,26
"34826",19,20,22,22
"34827",17,32,16,23
"34828",16,18,20,27
"34829",18,22,20,22
"34830",20,25,24,29
"34831",28,20,12,18
"34832",20,22,16,14
"34833",23,19,24,26
"34834",20,22,24,23
"34835",25,16,17,33
"34836",17,22,23,26
"34837",26,21,17,17
"34838",35,24,18,18
"34839",25,23,17,21
"34840",15,23,12,24
"34841",19,22,15,21
"34842",22,24,18,15
"34843",26,21,18,25
"34844",28,22,24,20
"34845",16,27,19,24
"34846",20,24,30,22
"34847",21,22,28,20
"34848",21,18,21,17
"34849",18,20,21,20
"34850",22,28,24,22
"34851",14,27,18,23
"34852",20,22,16,18
"34853",23,24,23,26
"34854",22,29,25,21
"34855",18,17,29,22
"34856",23,29,32,21
"34857",29,20,17,22
"34858",20,25,18,21
"34859",17,21,23,28
"34860",19,17,17,19
"34861",20,24,20,21
"34862",19,17,19,25
"34863",22,16,21,28
"34864",30,22,24,19
"34865",27,18,17,23
"34866",14,28,26,15
"34867",24,18,13,28
"34868",32,18,14,22
"34869",16,31,17,23
"34870",22,35,15,18
"34871",25,17,21,23
"34872",23,28,16,21
"34873",21,17,18,21
"34874",19,23,34,24
"34875",17,23,23,23
"34876",23,21,17,21
"34877",19,28,24,26
"34878",21,22,15,24
"34879",17,20,22,18
"34880",24,18,21,26
"34881",20,30,24,19
"34882",18,24,24,19
"34883",22,22,17,26
"34884",21,20,25,13
"34885",19,14,28,28
"34886",25,18,24,22
"34887",28,21,18,20
"34888",24,20,20,31
"34889",20,16,26,23
"34890",32,22,21,17
"34891",16,26,16,24
"34892",24,24,19,23
"34893",24,22,25,20
"34894",21,16,22,18
"34895",18,18,18,23
"34896",20,22,25,22
"34897",21,26,19,20
"34898",29,25,22,24
"34899",24,26,20,24
"34900",30,20,26,25
"34901",26,22,17,18
"34902",28,23,24,24
"34903",23,35,21,18
"34904",15,28,23,18
"34905",22,24,22,24
"34906",17,23,29,20
"34907",22,22,10,16
"34908",21,21,28,22
"34909",23,28,19,28
"34910",20,24,17,17
"34911",33,28,22,30
"34912",21,23,18,18
"34913",23,18,25,21
"34914",20,22,26,25
"34915",27,24,22,25
"34916",24,22,20,15
"34917",14,13,21,25
"34918",21,21,22,18
"34919",29,25,24,24
"34920",26,18,24,21
"34921",28,22,25,20
"34922",23,17,14,19
"34923",21,11,17,23
"34924",19,30,20,30
"34925",19,33,19,22
"34926",19,28,17,19
"34927",19,19,23,18
"34928",25,25,22,19
"34929",17,17,15,26
"34930",27,29,21,24
"34931",22,32,15,21
"34932",16,21,19,20
"34933",19,19,24,22
"34934",14,20,22,21
"34935",20,15,19,17
"34936",22,20,12,24
"34937",25,30,12,33
"34938",21,19,19,24
"34939",19,20,26,22
"34940",30,27,18,30
"34941",22,19,17,23
"34942",33,17,19,32
"34943",27,18,24,18
"34944",24,27,23,19
"34945",22,20,20,17
"34946",15,18,18,16
"34947",26,22,24,19
"34948",21,35,21,19
"34949",20,19,14,27
"34950",20,19,24,22
"34951",22,18,12,25
"34952",24,21,24,37
"34953",27,28,19,22
"34954",20,14,17,24
"34955",21,17,21,21
"34956",22,24,18,22
"34957",25,23,14,17
"34958",26,16,21,22
"34959",22,19,23,29
"34960",27,23,22,14
"34961",12,22,18,24
"34962",24,17,19,22
"34963",21,19,21,21
"34964",22,21,23,20
"34965",17,18,23,28
"34966",15,26,19,29
"34967",25,20,22,23
"34968",25,24,21,12
"34969",20,28,26,28
"34970",14,26,13,19
"34971",16,25,20,20
"34972",25,18,21,28
"34973",26,27,19,19
"34974",18,23,22,22
"34975",17,19,25,24
"34976",31,29,25,20
"34977",24,20,24,19
"34978",23,25,26,16
"34979",25,22,18,23
"34980",19,18,23,25
"34981",24,34,21,27
"34982",23,18,24,28
"34983",16,24,20,18
"34984",14,12,14,22
"34985",20,22,25,30
"34986",17,17,21,20
"34987",22,17,21,19
"34988",25,22,21,25
"34989",20,12,21,25
"34990",21,21,29,24
"34991",24,25,21,33
"34992",29,19,17,24
"34993",21,17,18,25
"34994",22,17,17,29
"34995",26,20,26,20
"34996",16,13,25,19
"34997",16,28,24,21
"34998",8,24,16,26
"34999",24,14,24,22
"35000",22,27,24,23
"35001",25,19,25,21
"35002",24,24,17,32
"35003",25,24,17,27
"35004",20,18,18,27
"35005",21,25,21,28
"35006",20,20,20,16
"35007",25,21,20,22
"35008",29,37,20,23
"35009",19,20,19,32
"35010",25,19,22,33
"35011",23,31,22,18
"35012",26,28,15,23
"35013",22,25,26,20
"35014",20,27,25,20
"35015",23,21,16,19
"35016",21,26,29,15
"35017",22,14,26,25
"35018",14,20,23,23
"35019",15,25,25,25
"35020",16,22,18,19
"35021",18,15,24,23
"35022",23,26,31,17
"35023",27,20,20,18
"35024",19,20,15,21
"35025",22,28,30,26
"35026",18,19,21,27
"35027",22,31,18,21
"35028",14,18,27,24
"35029",10,21,28,24
"35030",23,31,18,26
"35031",22,17,23,25
"35032",24,19,18,18
"35033",19,19,21,23
"35034",24,23,24,15
"35035",23,21,31,25
"35036",17,21,17,26
"35037",26,22,22,23
"35038",25,20,22,35
"35039",26,21,20,28
"35040",14,27,23,26
"35041",24,26,33,26
"35042",19,18,28,20
"35043",21,21,19,22
"35044",18,23,22,13
"35045",16,27,22,20
"35046",23,17,16,30
"35047",20,14,17,28
"35048",17,13,21,19
"35049",29,21,19,29
"35050",18,29,18,20
"35051",18,18,11,24
"35052",14,21,21,22
"35053",23,23,27,22
"35054",18,29,26,23
"35055",14,25,26,24
"35056",22,22,29,23
"35057",18,21,18,21
"35058",29,28,22,23
"35059",30,28,19,16
"35060",30,14,30,30
"35061",20,20,16,23
"35062",24,23,28,27
"35063",21,14,22,22
"35064",20,14,21,20
"35065",22,15,23,34
"35066",18,18,16,31
"35067",20,36,31,22
"35068",18,25,22,22
"35069",20,15,23,23
"35070",22,18,25,22
"35071",22,22,24,27
"35072",27,25,17,28
"35073",25,23,19,21
"35074",23,20,21,17
"35075",23,22,25,15
"35076",24,22,21,20
"35077",19,19,15,23
"35078",20,18,21,21
"35079",23,13,27,23
"35080",26,20,23,22
"35081",19,30,26,22
"35082",20,26,19,28
"35083",27,18,17,21
"35084",13,12,25,37
"35085",22,26,21,29
"35086",20,15,23,21
"35087",16,12,12,23
"35088",22,29,23,23
"35089",17,19,16,19
"35090",20,30,16,22
"35091",17,18,18,28
"35092",25,31,20,23
"35093",28,27,22,19
"35094",28,21,19,26
"35095",24,25,21,22
"35096",16,19,24,31
"35097",28,19,22,22
"35098",19,19,24,19
"35099",20,21,23,13
"35100",23,22,20,23
"35101",18,19,24,21
"35102",22,20,22,30
"35103",19,20,24,11
"35104",18,23,25,23
"35105",27,19,21,38
"35106",16,19,16,24
"35107",19,17,23,21
"35108",14,16,22,23
"35109",17,24,20,26
"35110",22,20,21,16
"35111",19,21,23,18
"35112",25,19,23,24
"35113",26,20,21,25
"35114",22,22,14,21
"35115",19,24,21,23
"35116",27,22,20,24
"35117",23,27,17,25
"35118",13,19,20,20
"35119",25,25,27,21
"35120",25,26,11,11
"35121",16,20,24,22
"35122",20,22,15,26
"35123",18,32,23,26
"35124",20,14,25,16
"35125",19,21,19,24
"35126",23,29,18,28
"35127",21,23,20,19
"35128",24,23,16,24
"35129",28,36,15,18
"35130",23,24,26,16
"35131",22,28,30,21
"35132",21,20,21,19
"35133",23,22,22,29
"35134",27,16,24,20
"35135",19,24,26,22
"35136",22,21,28,23
"35137",23,22,20,15
"35138",21,21,19,11
"35139",20,19,24,22
"35140",17,20,17,24
"35141",26,25,19,18
"35142",18,27,22,22
"35143",26,31,20,24
"35144",20,16,18,21
"35145",14,22,20,13
"35146",16,18,19,32
"35147",28,15,24,25
"35148",16,20,18,14
"35149",23,20,20,27
"35150",26,16,24,24
"35151",23,27,17,14
"35152",26,29,21,26
"35153",24,29,27,27
"35154",16,15,20,13
"35155",26,24,21,23
"35156",26,22,18,19
"35157",23,19,18,19
"35158",24,22,20,14
"35159",25,22,22,18
"35160",23,28,31,23
"35161",19,20,16,16
"35162",17,26,24,28
"35163",17,15,26,20
"35164",23,17,18,20
"35165",21,25,22,16
"35166",31,23,19,27
"35167",24,21,21,13
"35168",22,22,23,20
"35169",25,17,22,15
"35170",18,19,24,21
"35171",19,23,23,22
"35172",26,20,21,23
"35173",18,16,28,31
"35174",18,22,22,23
"35175",25,31,22,22
"35176",16,21,20,27
"35177",23,21,19,25
"35178",19,18,18,16
"35179",15,31,25,17
"35180",19,18,22,23
"35181",21,26,18,22
"35182",25,18,25,22
"35183",24,23,22,18
"35184",20,17,25,21
"35185",24,25,21,18
"35186",17,16,17,18
"35187",18,21,18,19
"35188",20,25,24,27
"35189",20,22,19,23
"35190",25,21,21,23
"35191",24,20,18,24
"35192",29,18,24,21
"35193",20,18,26,23
"35194",23,25,21,25
"35195",22,20,18,23
"35196",25,16,24,29
"35197",14,17,23,21
"35198",25,23,21,30
"35199",17,19,27,27
"35200",24,19,25,23
"35201",21,21,23,14
"35202",16,33,23,26
"35203",20,24,22,22
"35204",18,24,21,17
"35205",18,23,21,22
"35206",28,25,21,19
"35207",23,17,20,21
"35208",20,16,28,25
"35209",20,22,23,23
"35210",18,22,28,23
"35211",26,24,22,19
"35212",20,24,19,24
"35213",23,26,16,19
"35214",21,20,20,13
"35215",14,18,24,20
"35216",28,22,17,17
"35217",27,25,25,30
"35218",25,23,19,16
"35219",20,17,14,30
"35220",24,22,14,29
"35221",19,23,20,13
"35222",15,23,20,27
"35223",19,26,20,24
"35224",16,19,24,23
"35225",22,21,20,24
"35226",14,22,14,33
"35227",23,21,22,20
"35228",22,19,31,20
"35229",26,17,30,22
"35230",31,26,25,16
"35231",23,21,23,23
"35232",18,18,22,28
"35233",19,29,19,20
"35234",31,18,14,24
"35235",23,19,23,19
"35236",22,22,24,20
"35237",19,13,24,14
"35238",27,28,14,20
"35239",18,17,25,22
"35240",31,25,28,24
"35241",19,21,24,28
"35242",21,18,22,21
"35243",19,22,18,16
"35244",31,24,26,24
"35245",22,22,24,21
"35246",17,25,16,18
"35247",17,15,23,19
"35248",15,17,17,24
"35249",22,26,27,20
"35250",22,20,23,21
"35251",26,18,29,20
"35252",18,18,11,31
"35253",21,15,16,23
"35254",20,16,22,11
"35255",20,23,24,33
"35256",24,23,20,23
"35257",22,26,17,22
"35258",20,21,16,16
"35259",21,20,21,27
"35260",15,23,14,23
"35261",30,15,23,28
"35262",26,20,22,22
"35263",21,14,18,14
"35264",27,18,21,25
"35265",22,20,19,23
"35266",14,30,23,22
"35267",17,22,17,25
"35268",21,17,18,22
"35269",24,19,17,19
"35270",23,28,20,20
"35271",20,19,23,18
"35272",15,21,19,24
"35273",20,25,16,21
"35274",19,32,23,26
"35275",23,18,15,18
"35276",22,23,17,21
"35277",26,25,19,31
"35278",23,25,18,20
"35279",22,22,19,18
"35280",21,22,19,19
"35281",20,19,16,15
"35282",21,22,20,18
"35283",18,22,16,23
"35284",16,25,24,16
"35285",24,26,27,15
"35286",13,19,28,21
"35287",28,24,19,20
"35288",18,17,21,21
"35289",21,24,13,22
"35290",22,24,24,23
"35291",24,24,15,32
"35292",17,20,17,18
"35293",20,22,19,20
"35294",27,19,26,21
"35295",22,23,20,23
"35296",24,18,15,19
"35297",21,26,15,22
"35298",22,20,28,19
"35299",21,25,20,24
"35300",16,15,20,20
"35301",22,20,21,29
"35302",22,22,16,22
"35303",10,23,23,25
"35304",19,25,23,25
"35305",27,20,24,28
"35306",24,22,22,17
"35307",22,13,22,23
"35308",18,22,8,27
"35309",19,17,20,17
"35310",29,17,17,21
"35311",22,10,22,26
"35312",21,20,18,24
"35313",19,27,25,24
"35314",25,23,27,24
"35315",28,29,23,19
"35316",20,20,24,17
"35317",26,25,19,25
"35318",23,21,15,19
"35319",24,20,27,15
"35320",19,21,19,25
"35321",20,19,12,18
"35322",21,21,19,26
"35323",22,20,17,19
"35324",29,36,20,19
"35325",19,21,20,21
"35326",23,28,23,24
"35327",13,18,29,18
"35328",25,23,23,21
"35329",18,17,26,24
"35330",28,18,24,27
"35331",18,19,19,20
"35332",26,21,19,15
"35333",22,26,19,17
"35334",17,22,18,23
"35335",22,24,24,24
"35336",27,14,16,20
"35337",17,21,21,25
"35338",23,18,18,14
"35339",20,25,20,15
"35340",28,22,25,23
"35341",14,26,23,30
"35342",21,27,20,22
"35343",24,16,19,24
"35344",23,24,20,17
"35345",25,25,15,29
"35346",17,25,27,16
"35347",21,15,15,20
"35348",24,21,18,21
"35349",12,24,17,23
"35350",18,21,20,31
"35351",25,24,26,26
"35352",16,18,21,21
"35353",23,25,20,17
"35354",25,11,20,25
"35355",25,21,17,25
"35356",29,27,27,23
"35357",23,19,22,18
"35358",25,29,14,21
"35359",16,21,26,27
"35360",31,17,24,22
"35361",18,14,24,30
"35362",17,24,18,28
"35363",20,33,20,25
"35364",22,24,16,23
"35365",24,20,10,24
"35366",21,23,21,28
"35367",17,24,20,29
"35368",22,23,26,19
"35369",25,24,24,20
"35370",18,15,25,23
"35371",23,24,14,21
"35372",20,16,30,30
"35373",21,19,20,15
"35374",24,14,22,24
"35375",21,26,17,20
"35376",16,20,24,21
"35377",24,17,20,23
"35378",25,21,25,26
"35379",25,21,21,27
"35380",28,21,19,18
"35381",26,19,28,28
"35382",20,34,18,20
"35383",32,23,23,25
"35384",20,23,18,28
"35385",20,27,20,19
"35386",20,17,17,24
"35387",20,27,17,24
"35388",16,18,24,22
"35389",27,15,21,28
"35390",21,26,24,18
"35391",19,21,20,25
"35392",14,17,26,15
"35393",27,11,18,26
"35394",17,22,15,25
"35395",21,24,24,23
"35396",26,30,18,21
"35397",26,22,20,27
"35398",15,19,24,32
"35399",24,28,22,26
"35400",27,19,24,17
"35401",17,24,22,18
"35402",24,27,19,14
"35403",30,19,18,22
"35404",34,20,24,22
"35405",18,21,20,25
"35406",14,22,22,18
"35407",25,23,20,22
"35408",19,19,23,24
"35409",15,24,19,20
"35410",11,24,14,23
"35411",17,24,26,25
"35412",19,28,16,29
"35413",18,21,23,26
"35414",17,19,16,20
"35415",28,17,13,22
"35416",18,17,20,30
"35417",16,21,27,22
"35418",24,31,25,19
"35419",19,18,25,22
"35420",19,27,17,26
"35421",26,20,25,18
"35422",22,26,20,21
"35423",22,19,21,13
"35424",20,15,17,20
"35425",18,16,23,19
"35426",26,20,23,22
"35427",28,29,18,24
"35428",22,28,21,18
"35429",26,19,21,20
"35430",19,22,20,15
"35431",22,26,16,20
"35432",26,26,29,22
"35433",20,19,22,30
"35434",21,19,14,12
"35435",26,20,11,22
"35436",15,18,17,28
"35437",26,20,25,31
"35438",21,17,24,23
"35439",28,20,25,25
"35440",15,25,18,26
"35441",24,22,27,14
"35442",21,19,19,21
"35443",22,12,16,20
"35444",22,19,18,22
"35445",22,17,26,22
"35446",27,25,19,23
"35447",24,19,32,20
"35448",28,25,24,16
"35449",22,17,24,19
"35450",23,18,23,25
"35451",27,13,25,21
"35452",26,27,29,23
"35453",26,26,20,21
"35454",25,23,18,15
"35455",20,14,20,19
"35456",20,20,19,24
"35457",31,21,18,23
"35458",17,14,26,33
"35459",23,20,23,17
"35460",15,30,21,30
"35461",27,24,24,26
"35462",28,31,22,27
"35463",25,22,22,21
"35464",18,26,17,24
"35465",22,24,17,21
"35466",26,18,19,16
"35467",18,18,20,27
"35468",18,23,15,20
"35469",27,13,16,24
"35470",18,29,20,19
"35471",20,25,20,24
"35472",21,31,28,27
"35473",19,12,25,26
"35474",16,16,26,17
"35475",23,21,23,23
"35476",24,23,22,22
"35477",25,20,19,17
"35478",26,23,16,24
"35479",26,20,22,22
"35480",26,16,18,33
"35481",21,15,19,19
"35482",17,32,13,21
"35483",30,20,21,19
"35484",22,16,30,22
"35485",33,19,24,17
"35486",27,19,21,18
"35487",19,25,22,28
"35488",20,25,22,28
"35489",15,26,23,28
"35490",29,17,27,22
"35491",18,25,20,19
"35492",20,19,29,17
"35493",19,23,14,20
"35494",14,23,24,16
"35495",24,17,14,28
"35496",27,29,23,21
"35497",20,23,25,22
"35498",16,18,23,21
"35499",33,19,23,21
"35500",19,19,20,26
"35501",19,15,30,28
"35502",13,20,16,22
"35503",25,19,26,24
"35504",22,22,24,23
"35505",25,19,16,23
"35506",26,19,27,27
"35507",17,27,22,31
"35508",20,26,10,18
"35509",17,23,22,20
"35510",28,22,24,24
"35511",21,16,21,28
"35512",17,28,30,23
"35513",21,20,17,24
"35514",18,18,29,27
"35515",27,12,16,20
"35516",22,23,18,30
"35517",13,28,19,20
"35518",21,21,26,20
"35519",23,13,26,12
"35520",20,24,17,22
"35521",21,22,18,22
"35522",27,23,15,28
"35523",26,16,15,17
"35524",26,32,14,20
"35525",21,22,30,16
"35526",21,19,21,32
"35527",24,25,21,19
"35528",20,16,23,26
"35529",17,27,22,21
"35530",26,29,18,15
"35531",18,21,17,19
"35532",22,25,28,25
"35533",21,18,18,27
"35534",18,22,22,25
"35535",16,24,23,18
"35536",19,25,18,17
"35537",24,19,30,21
"35538",24,22,23,22
"35539",21,16,21,17
"35540",18,21,15,18
"35541",21,22,19,16
"35542",13,22,12,31
"35543",23,24,30,24
"35544",25,24,18,26
"35545",27,33,22,28
"35546",23,21,20,23
"35547",21,34,15,23
"35548",30,29,25,26
"35549",24,18,22,27
"35550",30,21,22,22
"35551",22,27,23,28
"35552",27,30,23,23
"35553",23,27,23,26
"35554",17,21,25,16
"35555",24,21,24,22
"35556",26,25,19,22
"35557",20,14,23,29
"35558",26,29,27,24
"35559",25,27,23,19
"35560",15,19,27,23
"35561",14,20,26,14
"35562",23,23,19,25
"35563",18,20,24,20
"35564",26,25,17,22
"35565",25,27,16,29
"35566",20,29,25,17
"35567",21,15,14,19
"35568",16,29,23,20
"35569",23,24,15,21
"35570",24,22,19,24
"35571",24,24,20,28
"35572",17,22,26,20
"35573",27,15,15,25
"35574",17,18,14,23
"35575",15,21,26,13
"35576",21,20,23,18
"35577",18,16,13,15
"35578",22,23,23,24
"35579",26,19,22,18
"35580",22,21,25,23
"35581",19,21,16,36
"35582",16,13,21,17
"35583",14,21,21,21
"35584",21,21,20,24
"35585",24,23,21,22
"35586",23,25,24,24
"35587",14,25,20,24
"35588",28,32,15,22
"35589",15,20,19,21
"35590",27,17,18,18
"35591",22,13,28,24
"35592",23,20,15,20
"35593",18,22,20,29
"35594",14,16,18,27
"35595",27,18,19,29
"35596",17,17,15,18
"35597",23,22,22,22
"35598",31,25,22,26
"35599",27,19,21,22
"35600",23,18,22,22
"35601",21,13,35,24
"35602",23,22,17,29
"35603",16,26,18,22
"35604",19,21,21,19
"35605",23,19,31,20
"35606",21,22,25,21
"35607",19,18,22,26
"35608",26,19,19,23
"35609",21,27,31,25
"35610",19,21,19,29
"35611",30,22,32,29
"35612",21,15,16,25
"35613",18,22,23,32
"35614",21,29,22,15
"35615",21,25,21,26
"35616",20,24,23,14
"35617",19,15,26,21
"35618",18,24,26,23
"35619",24,25,21,16
"35620",22,16,19,15
"35621",22,34,26,15
"35622",25,18,18,30
"35623",21,22,22,24
"35624",27,28,26,19
"35625",20,26,23,24
"35626",21,22,21,21
"35627",27,21,14,22
"35628",20,14,12,25
"35629",16,17,24,22
"35630",13,29,22,24
"35631",19,20,25,16
"35632",27,26,24,18
"35633",25,16,25,29
"35634",27,23,23,26
"35635",35,17,22,29
"35636",23,19,26,21
"35637",26,20,30,16
"35638",17,21,17,28
"35639",13,19,22,23
"35640",25,25,25,21
"35641",26,24,24,17
"35642",23,16,21,22
"35643",26,20,18,29
"35644",21,23,30,23
"35645",23,17,29,26
"35646",15,19,24,20
"35647",14,21,16,17
"35648",23,18,17,21
"35649",23,29,19,22
"35650",20,20,22,23
"35651",17,23,19,22
"35652",23,22,28,22
"35653",17,17,20,27
"35654",20,26,23,19
"35655",19,20,18,21
"35656",18,22,20,17
"35657",14,22,32,25
"35658",19,27,16,24
"35659",14,21,20,26
"35660",24,15,22,19
"35661",19,21,20,20
"35662",28,15,32,24
"35663",19,22,20,22
"35664",32,23,20,18
"35665",27,32,18,23
"35666",14,18,28,21
"35667",30,17,18,33
"35668",25,21,18,14
"35669",16,24,32,17
"35670",24,27,16,21
"35671",13,20,18,14
"35672",27,19,22,26
"35673",15,15,18,22
"35674",22,19,29,27
"35675",24,18,20,21
"35676",23,28,26,18
"35677",24,24,18,25
"35678",22,16,19,25
"35679",23,27,26,19
"35680",16,28,27,15
"35681",25,21,22,25
"35682",14,22,23,25
"35683",35,14,16,17
"35684",25,26,33,17
"35685",23,26,24,21
"35686",20,25,18,29
"35687",26,21,24,14
"35688",22,25,23,23
"35689",20,30,25,21
"35690",26,14,19,23
"35691",24,24,24,32
"35692",20,18,26,17
"35693",23,21,25,23
"35694",28,20,25,19
"35695",28,25,19,22
"35696",22,22,13,26
"35697",17,24,21,15
"35698",22,18,18,25
"35699",17,21,15,27
"35700",24,21,14,22
"35701",22,19,13,24
"35702",17,34,23,23
"35703",15,23,19,21
"35704",19,20,17,22
"35705",23,23,22,31
"35706",26,28,27,20
"35707",16,26,21,17
"35708",22,20,17,21
"35709",24,28,16,22
"35710",17,23,20,28
"35711",27,16,23,16
"35712",23,23,19,22
"35713",25,29,25,21
"35714",16,22,29,20
"35715",22,17,22,24
"35716",30,22,13,23
"35717",37,20,18,29
"35718",21,17,22,29
"35719",25,22,19,20
"35720",14,18,17,20
